crsdept,crsno,crssec,ExamCode,ExamDesc,ExamStart,ExamEnd,BlindID
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,01342925
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,05039448
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,06532180
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,08693889
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,09212463
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,10517396
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,11263400
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,15034406
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,15880371
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,17986537
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,18831604
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,19646573
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,22401292
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,23858900
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,26691240
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,29881966
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,32190400
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,34211439
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,35020890
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,37146358
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,40789499
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,42592826
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,42668459
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,47225536
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,48391661
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,49209440
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,51708247
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,54161470
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,63912641
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,64740497
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,65500149
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,65519956
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,67333422
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,73444032
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,73981335
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,76965343
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,79062757
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,86086521
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,86763990
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,88756602
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,91278545
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,92440339
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,96325473
B50,466,01,12,XII,12/19/2016 10:30 AM,12/19/2016 12:30 PM,97412534
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,03533897
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,10190294
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,13852561
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,19814108
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,20605583
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,29054429
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,29698470
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,29888418
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,30949828
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,31858017
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,32646423
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,33865127
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,35062977
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,35582433
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,36149425
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,37035618
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,37840327
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,38412661
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,41276360
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,42501354
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,43231321
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,43546141
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,44390792
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,45021417
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,45221348
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,47123801
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,54835801
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,55846264
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,60998233
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,61526789
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,62073703
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,62302829
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,64010307
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,64105724
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,65122090
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,68364060
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,84215082
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,84704390
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,88221538
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,88386566
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,89281473
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,89365368
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,90392687
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,92723356
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,95787959
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,96662420
B50,2610,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,97666147
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,06665713
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,14555288
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,15976536
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,18521289
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,19418393
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,19785601
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,20078431
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,21272331
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,23644760
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,23995654
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,24613875
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,27342637
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,29253954
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,30530799
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,32349556
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,35582447
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,35912771
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,40740759
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,42987554
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,45364468
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,46076926
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,46481944
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,50216965
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,50511373
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,50548109
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,51157562
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,52026127
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,52381583
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,54023254
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,54211591
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,54641443
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,60884083
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,61209573
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,65006281
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,66249722
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,69425420
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,69980279
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,77853333
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,84244533
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,84640091
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,85666576
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,86155717
B50,2610,02,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,93449567
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,04815083
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,12005593
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,18830662
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,20753453
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,21493216
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,21673454
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,24662775
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,26843623
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,28064074
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,29507753
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,33501639
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,37092070
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,37432755
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,38200747
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,39760790
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,39938035
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,40330802
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,41263725
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,41976535
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,42038036
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,42454028
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,42866206
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,43506348
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,43983884
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,51898568
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,52186128
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,61181413
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,61276489
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,61291401
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,62265535
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,62403432
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,63357402
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,64033392
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,64266280
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,66522574
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,67099402
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,68757045
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,69553502
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,69751566
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,76671611
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,81021095
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,84243459
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,86101531
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,89611700
B50,2610,03,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,95968455
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,05108520
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,09421464
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,10252513
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,13001347
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,13940115
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,15089933
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,15181438
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,19275396
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,21979470
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,24830135
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,24839454
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,26797969
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,27191253
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,29908448
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,30766774
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,33227095
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,33399757
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,39335246
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,41452683
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,43951339
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,46811383
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,47061356
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,50651430
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,56901439
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,58277251
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,58908290
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,59161446
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,61058484
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,62914013
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,63311522
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,64505061
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,65546183
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,67315520
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,67488942
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,69529429
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,74442743
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,75213796
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,76546586
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,80432860
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,80931139
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,81318413
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,88884029
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,89020359
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,89075744
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,89256537
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,89400338
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,90616855
B50,2610,04,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,93050839
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,12920283
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,20325098
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,22676532
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,25171267
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,25513227
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,25924360
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,26421138
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,27924046
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,29385576
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,31223014
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,34106195
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,35954462
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,37503979
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,43616363
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,43852289
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,44436545
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,44866553
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,45521327
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,46823807
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,47336589
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,47471342
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,47798401
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,48528059
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,49186302
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,51936696
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,54418081
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,60564082
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,60756356
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,61278494
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,61436691
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,61733424
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,63002358
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,63889464
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,64784662
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,65568169
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,66758197
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,67548168
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,68283914
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,70152907
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,73379449
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,73981471
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,82359879
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,83045481
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,89917241
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,91233930
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,92263259
B50,2610,05,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,99756247
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,12283524
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,12955079
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,14112343
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,15121475
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,15914115
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,16280402
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,18321586
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,20171824
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,24263838
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,24891551
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,25508650
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,29611225
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,33496573
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,35270777
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,35891371
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,36510453
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,40223413
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,41994251
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,42618208
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,43529428
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,48802613
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,48836602
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,48962458
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,49023690
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,49473430
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,49983445
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,54650326
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,57377402
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,60895067
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,61436217
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,62337701
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,62554179
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,62711480
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,63668490
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,63676513
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,64252338
B50,2620,01,11,XI,12/19/2016 8:00 AM,12/19/2016 10:00 AM,64776376
